Layer Mapping Number,Layer Mapping Part Type,Layer Number,Layer Type,Input GDS Number,Input GDS Data Type,Output GDS Number,Output GDS Data Type,Input Oasis Number,Input Oasis Data Type,Output Oasis Number,Output Oasis Data Type,Extended Layer Number,Extended Input GDS Number,Extended Input GDS Data Type,Extended Output GDS Number,Extended Output GDS Data Type,Extended Input Oasis Number,Extended Input Oasis Data Type,Extended Output Oasis Number,Extended Output Oasis Data Type
LM-0001.091,Layer Mapping Table,Drawn_DV3Nwell_Label_Generic,Layer,165,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_SPE_Generic,Layer,144,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_PLDD_NBNOPC_Generic,Layer,146,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_PLDD_Label_Generic,Layer,146,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_PLDD_CD_Generic,Layer,146,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_NLDD_NBNOPC_Generic,Layer,145,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_NLDD_Label_Generic,Layer,145,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_NLDD_CD_Generic,Layer,145,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_NBNOPC_Generic,Layer,144,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_Label_Generic,Layer,144,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_Dummy_Generic,Layer,144,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_D_Generic,Layer,144,1,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DV2_CD_Generic,Layer,144,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DRIFT_Label_Generic,Layer,91,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNWELL_SPE_Generic,Layer,12,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNWELL_NBNOPC_Generic,Layer,12,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNWELL_Label_Generic,Layer,12,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNWELL_Dummy_Generic,Layer,12,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNWELL_CD_Generic,Layer,12,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNPlus_Label_Generic,Layer,242,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DNI_Label_Generic,Layer,78,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_DEPL_Label_Generic,Layer,25,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cwell_Label_Generic,Layer,125,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cu_PPI_Label_Generic,Layer,32,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cu_PPI_Generic,Layer,25,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cu_PPI_Dummy_Generic,Layer,31,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cu_PPI_BLK_Generic,Layer,30,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Contact_SPE_Generic,Layer,33,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Contact_NBNOPC_Generic,Layer,33,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Contact_Label_Generic,Layer,33,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Contact_Dummy_Generic,Layer,33,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Contact_CD_Generic,Layer,33,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Contact_Bar_Generic,Layer,33,15,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cell_imp_SPE_Generic,Layer,26,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cell_imp_NBNOPC_Generic,Layer,26,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cell_imp_Label_Generic,Layer,26,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cell_imp_Dummy_Generic,Layer,26,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_Cell_imp_CD_Generic,Layer,26,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CellSD_Label_Generic,Layer,182,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_C_OPEN_NBNOPC_Generic,Layer,98,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_C_OPEN_Label_Generic,Layer,60,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COPPER2_Label_Generic,Layer,165,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COPPER1_VIA_Label_Generic,Layer,167,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COPPER1_Label_Generic,Layer,164,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COMP_SPE_Generic,Layer,22,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COMP_NBNOPC_Generic,Layer,22,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COMP_Label_Generic,Layer,22,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COMP_Dummy_Generic,Layer,22,4,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_COMP_CD_Generic,Layer,22,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CMTCORE1_Generic,Layer,41,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CMTCORE0_Generic,Layer,40,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CLHERE_JD,Layer,102,52,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CFPOLY_Generic,Layer,48,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CELLSAB_Generic,Layer,43,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CELLOD2_Generic,Layer,44,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CB3_Generic,Layer,253,72,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CAP_NBNOPC_Generic,Layer,29,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CAP_Label_Generic,Layer,29,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CAPIMP_Generic,Layer,42,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_CAD_BJT_SYMBOL_Generic,Layer,150,39,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BuriedPP_Generic,Layer,121,0,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BuriedCavity_Label_Generic,Layer,199,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BuriedCavity_Dummy_Generic,Layer,73,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BVTP_Label_Generic,Layer,137,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BURIEDGRS_Label_Generic,Layer,64,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BURIEDGRD_Label_Generic,Layer,63,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BN_SPE_Generic,Layer,11,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BN_NBNOPC_Generic,Layer,11,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BN_Label_Generic,Layer,11,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BN_Dummy_Generic,Layer,11,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BN_CD_Generic,Layer,11,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BJT_Label_Generic,Layer,133,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BI_Label_JD,Layer,90,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_BC_Generic,Layer,6,6,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_AntiFuse_Label_Generic,Layer,142,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_AV_Label_Generic,Layer,14,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_AP2_Generic,Layer,253,71,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ALPad_SPE_Generic,Layer,130,30,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ALPad_NBNOPC_Generic,Layer,130,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ALPad_Label_Generic,Layer,130,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ALPad_Dummy_Generic,Layer,130,4,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_ALPad_CD_Generic,Layer,130,32,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_AD_NBNOPC_Generic,Layer,15,31,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_AD_Label_Generic,Layer,15,10,NIL,NIL,NIL,NIL,NIL,NIL,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_A4_VIA_Label_Generic,Layer,168,39,NIL,NIL,,,,,,,,,,,,,
LM-0001.091,Layer Mapping Table,Drawn_7V_MK_Generic,Layer,261,39,NIL,NIL,,,,,,,,,,,,,
